,FUN_fracfixers,KCN,a_fix,crit_dayl,d_max,fff,froot_leaf,fstor2tran,grperc,jmaxb0,jmaxb1,kcha,kmax,krmax,leaf_long,leafcn,lmr_intercept_atkin,lmrha,lmrhd,medlynintercept,medlynslope,nstem,psi50,q10_mr,slatop,soilpsi_off,stem_leaf,sucsat_sf,theta_cj,tpu25ratio,tpuse_sf,wc2wjb0
10,0.030496088489199713,0.16624650654807782,0.1299946986757603,0.8263409394987182,0.6903418447600433,0.38994510037733965,0.006412378248616624,0.3454001865840912,0.6781094925666619,0.28148880295233303,0.017857506521829936,0.7117156198331297,0.3602299219738021,0.4010162614769044,0.04865108386715611,0.6093827807104395,0.398973508243211,0.8704802335519647,0.5343787022633233,0.4218238995643021,0.8368979121291614,0.05619994327601541,0.04132814564867826,0.2937992589977447,0.031047418482917366,0.6978410749968822,0.20098734389546868,0.6193415745507165,0.7471223419393376,0.8009845675482185,0.31973385009472566,0.34119904169642146
11,0.48261111561959136,0.4776510581496052,0.1304738978427945,0.13844663179925842,0.16969217635598133,0.24290782957318735,0.25595289062057835,0.8913025892738483,0.09996882593140477,0.23754205779496496,0.3416973056515832,0.319270113637494,0.0029126005915878217,0.8063165188043647,0.36497801097498384,0.7793654212813262,0.5213019753828506,0.23800620595188482,0.9355051814168679,0.17493588094598023,0.7225521148706429,0.427594410112618,0.7289457353822072,0.8109327704439643,0.9877803887035302,0.5080508161955827,0.7895498814681648,0.7421572488103229,0.8960010844107169,0.30994954096743543,0.4008581657471256,0.3050267791582668
12,0.7652099168389502,0.7896374043130949,0.9481490522508899,0.011027921893722037,0.16232623974112392,0.2929406489862332,0.2445025460969229,0.783320647378836,0.5412501315285382,0.2832569799694996,0.12164597003285249,0.47387766835761413,0.6407899926038692,0.35804325758965705,0.01205323716122464,0.23887344875906358,0.622020813177657,0.3779764674902546,0.5286650321561971,0.7320788056718569,0.678970356038371,0.8783010843659819,0.466012621478207,0.6233852264663179,0.5193273667134007,0.08246474700156003,0.9119741686734026,0.11449701962833869,0.06600826044228048,0.27922325002514903,0.4202927736437363,0.041038869756761964
13,0.18104895031648427,0.7008582966330438,0.5229508008703104,0.7478594359507001,0.44552311620794327,0.8015932705996964,0.34181566875685376,0.10754771257029971,0.1419688456524466,0.15302789693501173,0.3097486950300061,0.9168978551728385,0.3058143846965796,0.7593835150838156,0.5145006945575431,0.9302133673086441,0.008885727245869002,0.3568476358957491,0.836914103893868,0.404739668625708,0.7819321180638173,0.5021194966265912,0.32764274241381275,0.7961685151824308,0.05847751745091423,0.8918533677184339,0.5768790641266632,0.2743322139772616,0.054876136617337035,0.6968984396381455,0.19201107525669592,0.8530941556839189
14,0.10792655867375367,0.8893230238741645,0.16396067721923924,0.10493764549746021,0.1463827656683201,0.5557410512863437,0.041671652673971216,0.47633339243884343,0.16533605960794384,0.1843860798575253,0.30506639568146154,0.9628909088833717,0.7124753349998687,0.5092248575307892,0.09091296406009408,0.31338131790779067,0.6360539077867297,0.37838994031587214,0.9165999952766786,0.6656545873011855,0.5026624285527819,0.3364480244458542,0.8010752371393349,0.6057306192509941,0.14923721527629485,0.969683683014224,0.28393883963207633,0.03642666933131056,0.21755814286926978,0.024809012607773573,0.646955583112148,0.4631982481870309
15,0.529805422211238,0.016596799523673877,0.4557978605910038,0.29146374390155516,0.10439704875649569,0.6850638465634155,0.6720817444282001,0.7273703652448341,0.5995367300602481,0.20409871391824475,0.06943013017300814,0.7144729516083907,0.4390826229860697,0.7833764001927269,0.025613012248533407,0.7260805732020895,0.7812770790641859,0.5614951609828785,0.966730964943951,0.41282771447034716,0.9140965457846928,0.39869720203382863,0.9866806471529135,0.6540523460161574,0.5530479785281016,0.7353522285754946,0.3123793070654549,0.14705590890761866,0.044125809990690934,0.28802889588379477,0.41657237588438356,0.4339030027807099
16,0.391280289745108,0.5735924903009256,0.8822142992952492,0.1900142092916356,0.6370720755965162,0.9732053463516784,0.7274762315345943,0.3238771116962512,0.7648493543418021,0.14163911554835906,0.2452816487854793,0.2707875362288862,0.6038616392872892,0.9254545858632651,0.11782470990885552,0.6459057633883812,0.9516119823203578,0.20026215808665093,0.16958258647279612,0.4680983308089066,0.7740313065198129,0.948298458027314,0.46125811429363994,0.982713645524998,0.9248839782012628,0.16286847406864358,0.8467969441899598,0.3310922685522686,0.5338764140008568,0.42180460297716815,0.19131042877049953,0.7302428300926544
17,0.16721807328596505,0.24259981724294266,0.8999318183098121,0.4872022319890583,0.22405616163196795,0.8547439926514023,0.6476796995443005,0.8768091552311651,0.6779321541400851,0.6873690813991039,0.10053225230527829,0.2818937112518467,0.2556508479276238,0.8577148359920099,0.14483586331215326,0.8333737214401358,0.4816261460178488,0.5130271356426314,0.22928794869051083,0.7911725304568972,0.7893857903588635,0.5503847199485162,0.49747680521723125,0.9685311301489394,0.9597315415128905,0.7691872845062728,0.6488448785331294,0.7048024221044534,0.9430696695715742,0.37773041477730407,0.7619522868695296,0.04980452662184709
18,0.9911441369140875,0.012562201583362409,0.8796309611693294,0.5421869975724654,0.15374475563908374,0.05723750981648357,0.30652376137504367,0.7953861012238116,0.11130425950484168,0.8760518798286027,0.7647630398333065,0.41614565812869875,0.06918840472572363,0.7429582558111711,0.07365033289394596,0.7905202197546696,0.5505578331798773,0.11472657769074168,0.2190606726543649,0.7576579965230023,0.9272988589995539,0.20964516937873345,0.5608170749745446,0.41943540922057243,0.14376244858930853,0.6096563811933527,0.7838252001445979,0.3232910962744219,0.026509398102147586,0.052276384119762764,0.05937413828134763,0.30560093260846566
19,0.031550712954606874,0.434984286075932,0.07636609994933119,0.5204682583354787,0.03513045412007765,0.5247681991256128,0.5144057390546787,0.0601678208805313,0.26924988227727686,0.030701137632579534,0.33790353694353337,0.6386809666150048,0.5928627114063513,0.759488073611277,0.5833464574086681,0.6240423076267301,0.7202807318729276,0.2998963332805701,0.11186891127245957,0.6998531905894656,0.932098422539916,0.35445480607556956,0.7775656636151042,0.7570226250311486,0.7167381652081372,0.7110337065500889,0.05051277689933631,0.8874262890601551,0.5305785834858724,0.5534421704590159,0.9434004858391171,0.22527598589929243
20,0.6172411112741453,0.40206002666106866,0.5632628487498196,0.31765016079741304,0.2636332280503835,0.9942032036045736,0.2476357942690225,0.9626606299851246,0.6905109042772504,0.22392902485046617,0.289074848002295,0.8774824844371623,0.5510139576497775,0.4061954510073039,0.2873853811626256,0.6760213530257693,0.8143923598608586,0.06573880158564915,0.6764008266398537,0.960164355497789,0.7481590848301698,0.9302921620969132,0.7402663016156429,0.9358707201073354,0.3124443249639862,0.576587993288101,0.07468276061699364,0.4632701357470186,0.12622399198825773,0.7691375240141266,0.6114207182779633,0.32211069528147895
21,0.09396234214420895,0.23558646191074373,0.3342283604388876,0.0283391192966177,0.46134439042825537,0.7587913369784118,0.9021852171682906,0.9666112326417168,0.6538500607288181,0.7192036820450027,0.2201039624015989,0.2960173866173157,0.10616535338302757,0.76030312147043,0.0373608012479173,0.36068128126602084,0.2832022338874297,0.16157205873092173,0.4903646993973201,0.3983745540046725,0.5051884011701379,0.8996441893094618,0.9340683689459003,0.9991350177080328,0.7378808092801136,0.023176507681930136,0.8586922186522097,0.36455566194135247,0.7936467587320725,0.4628296681223065,0.7801959592083242,0.05756743546496634
22,0.8383606036152206,0.9621645942128565,0.8866539187051703,0.10420183826762708,0.18524595343113004,0.8594921160536544,0.7588675700458664,0.3475848459887735,0.5090669353363223,0.28369575341342423,0.23037366880015564,0.06513168457172658,0.27780555247346916,0.43830970289656646,0.2691612024358968,0.7638203356451027,0.7155797126931177,0.029023021630479984,0.14203847960951987,0.2180763309710978,0.8138245173427058,0.8276792152112683,0.7650877800562482,0.6830876895465531,0.6403244610086856,0.5736960246398598,0.6310601677358866,0.3751709889298662,0.8197205631791232,0.25343534900642906,0.8035017065188257,0.8904394970399482
23,0.20256639492494777,0.11495698193472603,0.440821630327206,0.8024194038222487,0.8044852585845153,0.06414641263902932,0.9986452891689788,0.7687507677747182,0.10560129087539061,0.4224957545963829,0.12869032664087388,0.8137425406966697,0.12538636903410116,0.3065222572533448,0.33392479770007055,0.8396218156386661,0.48088405565356507,0.3821341639050839,0.7887265502115212,0.013758256235107402,0.9499048692904781,0.7756364865697294,0.4675610871680346,0.6682700014104672,0.810490979273549,0.1351986253768973,0.6649471906049899,0.22510875092464255,0.08310924349654814,0.5600283971134469,0.7669702689633143,0.7182532105512454
