member,FUN_fracfixers,KCN,a_fix,crit_dayl,d_max,fff,froot_leaf,fstor2tran,grperc,jmaxb0,jmaxb1,kcha,kmax,krmax,leaf_long,leafcn,lmr_intercept_atkin,lmrha,lmrhd,medlynintercept,medlynslope,nstem,psi50,q10_mr,slatop,soilpsi_off,stem_leaf,sucsat_sf,theta_cj,tpu25ratio,tpuse_sf,wc2wjb0
LHC0012,0.46507306734740406,0.16024763944266202,0.3470697105471094,0.7960763365456296,0.7376764015909152,0.5426938468548187,0.14429506314680862,0.28854791174540767,0.7119084602744327,0.5411712901724369,0.5692676048614568,0.29121192367559884,0.5136971998830099,0.22328415510607383,0.12937776396335407,0.39358396473987495,0.17516892912402232,0.09816882777299447,0.6763973633475424,0.8368506250130766,0.964300048740033,0.19274312141303002,0.42209168898245486,0.48689938361662277,0.6511112622074773,0.10777732125914798,0.8734216124984594,0.8706245546043101,0.7246860543605496,0.4146326669838569,0.33140449566188684,0.7198080090662144
LHC0013,0.38493005550621157,0.3467217505470073,0.6879915104069446,0.6712647744155488,0.9118096539037416,0.09146200416899661,0.255842169863385,0.23766316455524392,0.031475754715703554,0.4860732311888732,0.6522824250128092,0.07452702031277347,0.8610065268290551,0.7624505999494666,0.27157520493827836,0.7609549139083626,0.8993791379001116,0.13677745429570135,0.876382743431812,0.4755116729202806,0.8300094616758443,0.954541779209476,0.6850410187344401,0.5316197471223884,0.17823408720889466,0.8622174917408599,0.03316072107722191,0.8307801191341467,0.08105999159675266,0.2162355775846982,0.5356158619813972,0.0792449498416309
LHC0014,0.06585436457939321,0.21956734443119263,0.5071692634857071,0.7411874936318675,0.21591113258884556,0.9049908530283305,0.7833755384778797,0.2484746653158785,0.8518817193146273,0.7429984006759274,0.31847828969499564,0.1582890749537637,0.07661055517979375,0.8213834719034909,0.3460582528923448,0.9287068107797644,0.5590733103188741,0.8704089097251736,0.7688065219286236,0.2980367046654339,0.8380604430597057,0.05791884951027701,0.6798067904450306,0.6345288923840683,0.34167141961642855,0.8202676791098872,0.9646468587407965,0.7166149304326395,0.6268906030162084,0.22433995966040268,0.1750365188769531,0.9154041352056904
LHC0015,0.8737026020798346,0.1463021321101405,0.3717173651693104,0.2739145646967402,0.4666670829687575,0.5192479781769583,0.46736366686254166,0.6884304603562279,0.6195192327254423,0.07068092541766538,0.23517169202415472,0.17849673136284405,0.8399003792745149,0.10616273456878576,0.4468806469697,0.5736700416663891,0.3037152767964673,0.9197530931526952,0.716710512512131,0.510947008343755,0.6156589917182052,0.2698374608582313,0.9369891504181793,0.02468359244618284,0.0570391266697467,0.610714422250653,0.4614639969297396,0.11014086727140451,0.7165816232904638,0.9981399486594329,0.1966567486804139,0.7145204230771095
LHC0016,0.5803931801011958,0.4940335369496496,0.9938483376008729,0.6047635200985209,0.7304557573403222,0.4976593983114228,0.8753679830896117,1.1485827540995918e-05,0.22937747862954938,0.4735643540583882,0.5325382700933495,0.7675056464996399,0.6541350847852754,0.9876967335839631,0.7291835802160813,0.8455355025537121,0.4140350518759504,0.6274435139723467,0.8706270486247674,0.23428677483712765,0.25222326834106235,0.4406424152636329,0.48717020728369087,0.4247366816500989,0.7501264821031207,0.43550599024577014,0.8058430033475907,0.5835582130904323,0.8962780582209906,0.010462014805284577,0.6600661393292475,0.676972226349064
LHC0017,0.9017579777687325,0.8195385710246168,0.6758315166444185,0.6511326388878949,0.41547708701698904,0.29349833449365204,0.6260546516126511,0.5922043510591147,0.4649675955191622,0.6285594594526651,0.14353957315702107,0.5179601007710125,0.38971741687669204,0.6277711989494876,0.37157643334346063,0.6814867168002399,0.6287157241364449,0.7899262279926198,0.8565772552421121,0.7501634737474235,0.7387726012640665,0.1509385994650762,0.5246152811343998,0.7535310864502217,0.2442832306498977,0.08902985852136608,0.8820873980222466,0.022334370294987742,0.8512220068883671,0.7395899987213401,0.24340521143263028,0.603600386300344
LHC0018,0.07813152994356701,0.40135099457232704,0.3431511360262995,0.060002680308397914,0.23061000194421247,0.835267269225373,0.8230676769209813,0.8366556959283541,0.06978580081388246,0.09994902807545268,0.9356615909256784,0.34401442644379826,0.02469900185380707,0.7681546745824203,0.1935031173936495,0.897767747391963,0.8627583148653678,0.3896019452968139,0.878325997018209,0.9570904991324588,0.8363872609660742,0.3680842637350032,0.7577738599811482,0.6115909436527305,0.16035469899033186,0.5688595118669961,0.8376065034206562,0.9707457464997299,0.20322482019683066,0.1817995117630943,0.4811160147876772,0.3684998210465321
LHC0019,0.36105871997745465,0.9691981331887795,0.5946373909741587,0.5650223335564833,0.6415974554183229,0.48888659237647486,0.5632764948313284,0.615054340106798,0.7917540924257375,0.41737535341663135,0.9215963838181409,0.5268852373196294,0.2972664069801679,0.84060471874746,0.16025321170698323,0.562484735471503,0.3855116586629708,0.7551533459933079,0.9822426325970008,0.17288555430926142,0.9892805082340074,0.4262629329777446,0.4172203937907201,0.14658537003869393,0.5815214078777573,0.7231858739804184,0.36473709815480077,0.8619341748786805,0.3393433539681113,0.909380675436745,0.640102363024912,0.22243832762226654
LHC0020,0.29352280507798467,0.0023941256356916534,0.6482091897452629,0.5592119925053797,0.8720689936518046,0.6191188217463008,0.3640316055491142,0.21952256974061374,0.625822735349197,0.9046552274509789,0.6927849897098991,0.13864328504908802,0.40781117174957593,0.9248013210581095,0.6818692862805434,0.458629991138597,0.5776510615130942,0.9072357123372073,0.6670493687561749,0.2564755038736871,0.3700367105299301,0.8184424255644284,0.424811631906767,0.7458636625876085,0.3051307446059437,0.8433220748211534,0.07083388258003613,0.019556309506422252,0.14605294993389892,0.12427274088914193,0.6028688051022835,0.4377771871343053
LHC0021,0.23210260752536252,0.406266501628002,0.9851149461031423,0.1469699539662516,0.6598669800221121,0.4321301507675558,0.2810909809790159,0.7305932169574134,0.5024819028315002,0.8602616866688255,0.3468553967844042,0.7495750200625895,0.6467840835749953,0.07801505822413093,0.33812892326814437,0.37004419615998735,0.9301998536162668,0.9171703576545297,0.9569729718602042,0.6680080485712948,0.35038328324595003,0.1997062130015569,0.3684341609675401,0.5188330132460708,0.0019172414431254212,0.8731926657821698,0.5463955197395844,0.9449081490856218,0.15950696865849048,0.35503303948289694,0.11191858226600664,0.7753484843723866
LHC0022,0.7204247225785975,0.9931935973243383,0.2736747644264369,0.16508301850468912,0.019447044582897796,0.6543984688048019,0.7519370950671835,0.4823161580245058,0.8116618549103354,0.5497224455749979,0.13289824032247768,0.6126865297299812,0.5708965662316018,0.7187551738545819,0.04623967010720654,0.29728894073647133,0.8400775633234234,0.9612024019722538,0.7577849175299907,0.3156820958674167,0.03150088114208971,0.5302138061363355,0.09086508512675281,0.4967089746562612,0.3134259125437231,0.24627582457933375,0.30912011804221823,0.5954990019612797,0.025052205014636158,0.20003484286253193,0.9653436939343667,0.9752984320123359
LHC0023,0.4484356097272145,0.9396961924537519,0.18753062297898102,0.30453136174440304,0.5519772036881141,0.12815259179365268,0.8899700965595235,0.7197816811921578,0.39005860201306963,0.15766436882636412,0.47024369212114947,0.05811523563821921,0.4653302465278492,0.4768045850475506,0.814281949713989,0.6629276954650102,0.2172150000516662,0.1393069852867837,0.7308591845210158,0.08028474252768825,0.15957718072361976,0.5581547369571209,0.5362337375695715,0.3357152353027637,0.6693807181003223,0.7304589035805555,0.4167238619352257,0.8197230374902971,0.14946573277282973,0.07891042949914129,0.6770309158936403,0.3423698948173479
LHC0024,0.12665331544965228,0.4637913515777363,0.24763093251450435,0.012199231787043298,0.5672284037564777,0.2956339532145741,0.8765222142279493,0.9412828934921323,0.7018351118447833,0.8675927703067411,0.7381137882335825,0.12898425010510967,0.641429487111716,0.9562138695622934,0.7488724236125047,0.6978464407642412,0.7861185745229363,0.7085534432198553,0.28083438648359615,0.9268576125483818,0.13932005586066865,0.5746325949612814,0.22063730249492292,0.14296999918575076,0.8099162504191821,0.42386519725417604,0.9404169326234832,0.9753024254453182,0.4010503164364203,0.5126027121162825,0.13604417394164392,0.4057661385206567
LHC0025,0.09680671754361941,0.012449360310717096,0.9806992448167776,0.7610437772008251,0.2820464086343285,0.35294462963464757,0.5824889691198367,0.7398771264291993,0.3363904758439002,0.42285126086668506,0.8009957696863098,0.591209461654714,0.13001675736387738,0.9140436163406885,0.34482922191862025,0.4302443854816311,0.8907550063021955,0.22942186201486034,0.32731962287195854,0.9684101299945602,0.274091743232797,0.02801323717167989,0.8932031704715423,0.76440516993156,0.8543025332454248,0.6625203507935199,0.30133413293260053,0.7419045765440583,0.014830839892699994,0.8452711581549366,0.11840949454273868,0.29640803875886407
LHC0026,0.7718171147554345,0.9117350838283894,0.0513896996550241,0.3179315818006088,0.040575495288082505,0.281309106797648,0.5208328946454999,0.004545110637697922,0.5772973312527871,0.4482113206419444,0.49998415267544005,0.7535028188339558,0.12697976215313994,0.276661272315017,0.14192363292756793,0.5118004924730036,0.7851586827945595,0.9592344342534656,0.19941205031860826,0.12304983105328449,0.18185454618789432,0.06876605926143015,0.4990716943260409,0.5322273305542135,0.010128987096502545,0.8185005180877188,0.06940060267298892,0.8511051740905247,0.6440992955928551,0.6502912695609459,0.15002191147955804,0.08919362136926744
LHC0027,0.8982009672573005,0.6895790639338022,0.4496512029324988,0.2034651206007835,0.61701805755494,0.5503550882098843,0.7157387360773805,0.3422270058899064,0.7077130892279772,0.5925420464739481,0.8116096864528323,0.5101118887899965,0.09460141337417914,0.42845186753106596,0.24278384559846072,0.7835102475286589,0.702782325875662,0.8349655160323668,0.7358864848784364,0.6793880726655145,0.0849164437889269,0.8309441698635892,0.08386030155316401,0.5209105593097477,0.8322766969973082,0.08165871724071797,0.30358954781240094,0.8075020869883875,0.29999791825595895,0.5893188910525817,0.9479572891058261,0.7430041517558836
LHC0028,0.5681413697577685,0.08244096351152438,0.45236711550774145,0.8778106910060166,0.6839624846513945,0.9998771181844381,0.29766649956949265,0.12865906226702056,0.9469241904968907,0.45826104896854314,0.6053870925246885,0.650028309236554,0.5959210162956916,0.6850890964809194,0.5792249329830891,0.09426475514016949,0.19828046991219792,0.29227644914439316,0.18796183081908246,0.7278093335649426,0.464682085952058,0.06326083535677844,0.9357615876940759,0.5793506161051264,0.8464259021993591,0.7013160309998587,0.7005467101341382,0.4623994388999118,0.5331055547435423,0.5314351610997665,0.4575154460659212,0.9412727097211234
LHC0029,0.35884124496591757,0.599469059917741,0.5584760842628328,0.236407380232432,0.9008084883800256,0.486908623783002,0.025954802034349907,0.24797702815580058,0.3835669802277326,0.27336082865307426,0.5662158088937351,0.4783423236850084,0.586374224446665,0.8162044083311816,0.7619638969091163,0.1793438676426512,0.29343283731575365,0.03639434504047909,0.39101829291722845,0.4457302377233193,0.38983013712063036,0.0812935180618262,0.9928524972524863,0.9388575785090384,0.9968976793663503,0.7685954099779227,0.013827999218462495,0.82182180437503,0.23891901187507014,0.9533801795139517,0.049865117619422694,0.7652140445213835
LHC0030,0.8102981942519926,0.5671732048839248,0.5519793567866893,0.7891250531258108,0.05423521223038403,0.39587187586492045,0.8985087392364687,0.9037051929500416,0.4303700569711727,0.878675529192442,0.5705330164832991,0.1028648191775102,0.8805068414009658,0.1697578577563135,0.7210877916260743,0.48424082456085416,0.5457889284585273,0.8800500350426143,0.43429566380096346,0.5410812465118509,0.4006529690638393,0.36744745320640243,0.293134470665903,0.28490409247990856,0.3775674947346369,0.44142155128564264,0.9531963388450396,0.38884382590930877,0.3614892230750892,0.10304864971097656,0.6260062849849158,0.037487108537215624
LHC0031,0.33136211801967647,0.571962224922507,0.8696029401948028,0.8356812739088021,0.022551652946877457,0.8487548526437262,0.7433563172683285,0.2629185144401493,0.397065691516683,0.6748948721501628,0.11698287207043043,0.8092526543967025,0.0505898701090449,0.12422461698564922,0.7040183645590912,0.7407237785775296,0.9018423159853757,0.4415701840053357,0.7790706091913758,0.6505440212233614,0.09643968338310041,0.3389382904638343,0.08490135484295219,0.8391274084861836,0.9627714436181024,0.1934250688563636,0.22834452152809495,0.1754716787251127,0.8659121225532151,0.09131134759125487,0.9814169286102119,0.11301870295713533
LHC0032,0.960491703257298,0.8262272057770118,0.9056022577356664,0.6766461097284595,0.6717332999687338,0.5547512494447937,0.9345919560407435,0.9149039899840317,0.20306427957105402,0.01743420560894115,0.30198663661960884,0.2942239438202721,0.23856295665403673,0.9548443988464259,0.8679129810186506,0.6375852535830272,0.427784844851013,0.5675150782980619,0.3326790176712586,0.6665525266555652,0.5646666175450162,0.09039101119605719,0.5598304342018512,0.2722343443835212,0.3333585680578857,0.09879424616954649,0.09594032718191652,0.22811957232966024,0.21775703449254755,0.5523697912201317,0.20451848286156493,0.4518667627616355
LHC0033,0.06349213793116752,0.20554246736170423,0.1046220685457238,0.40519681264016766,0.05897283289272846,0.3651660961993235,0.537395117756912,0.5211982731162043,0.3513962041072112,0.09408293506291181,0.4398391016771903,0.9186832240570657,0.33036701161382476,0.4383148169039544,0.6247445012688464,0.3794274532251105,0.20435712059686023,0.3536436486596859,0.8810608494514447,0.803133858090503,0.7353971887007559,0.4526224722229737,0.5449793533366017,0.19309562007739345,0.2616590906156076,0.008774879182017309,0.7330538753271644,0.09991520868912396,0.5903765499665292,0.023235576822640866,0.16498765403409313,0.8816944235712253
LHC0034,0.06815518559899561,0.6061194837989231,0.7039942408704729,0.4280404702571422,0.8211355711823493,0.7025403028272726,0.8961947869005333,0.8434406420550258,0.7954944423233267,0.6885364292879889,0.5828516847706192,0.709238274767815,0.5376405523967518,0.13245597577688006,0.6221599294371613,0.3889486327344788,0.8821224733782725,0.35095074125981046,0.9739666276466203,0.6345558559249961,0.922408469208493,0.20838107771804842,0.15613931909669165,0.5566885392890546,0.5107112665590514,0.7872309713283518,0.6264257028894785,0.9313814046082681,0.30837246659435624,0.8248841027846181,0.04073916506967777,0.45304013666198834
LHC0035,0.6349985298436758,0.5917452847850824,0.22124244035462595,0.5003283642096271,0.753961056249716,0.8036093104574717,0.7780534424599798,0.7954381497424446,0.013777102481623477,0.9807824912833671,0.14931546465177642,0.2554494265020467,0.12939700066978535,0.9735322343783349,0.6014727621711113,0.4223633477582709,0.29726394304529014,0.15128767846521152,0.013387843935622944,0.3597963687152674,0.4390779770901456,0.9492250271665067,0.5009022474809698,0.7329002874337962,0.24800711152425864,0.12276932901778163,0.7724043799911653,0.6444221469420085,0.12098189947485934,0.00227851947126836,0.308152668165598,0.952867921723164
LHC0036,0.5282626198651587,0.6567186419290427,0.8553073478566263,0.44950644210178453,0.8177927018748522,0.3408889840023444,0.39418967056131893,0.8650539116551749,0.9611376261799752,0.9658849442151305,0.9243542113906553,0.9205725831986947,0.3142099967257335,0.605248728075144,0.7335130930876083,0.9219241097006808,0.33118455112039724,0.2821028086140046,0.1678987242393451,0.6993659197383392,0.5323906317329474,0.9506295749618353,0.7073541383030908,0.5767037239324473,0.29193776068620986,0.96613699751269,0.07440336933841524,0.23181245310161624,0.046927303162966165,0.2356452590879976,0.6095128319987426,0.2827216371916588
LHC0037,0.8593498553661112,0.04075042766890479,0.2710051458437089,0.7433929388983644,0.395810642343804,0.3159593797829942,0.8905624423845276,0.7912013813774257,0.43665450027006564,0.482905672188927,0.427002583015749,0.11503111780026537,0.8966910489284732,0.15845552288800102,0.8478482401855271,0.04944060265712478,0.8005146440845989,0.7870268403468985,0.102375978105865,0.8537627775318581,0.852349733895345,0.7659402827490074,0.8296789687533721,0.9812739059385515,0.3503433895216906,0.22368020343763573,0.8881876339482065,0.384491864006358,0.4361233548834493,0.4928266238219216,0.6925055784257691,0.8735387215672313
LHC0038,0.16002768547374246,0.30929706499083254,0.4323013417049752,0.15103148316727827,0.4442480332007457,0.3738229003116454,0.78682721068804,0.6057412328570579,0.5057273737779011,0.11536892667516625,0.42010387472982014,0.18986624806617192,0.7657853625626855,0.4175373351393021,0.9026338930581081,0.2753050334426044,0.015576320475281999,0.7952359602954339,0.2704791293653587,0.7745310513656463,0.012106015855025739,0.8869424815664948,0.37197694299568196,0.1092695583313436,0.4151535505138206,0.6715903318949195,0.2038451748171163,0.10546395128293994,0.018136082954588878,0.09751327516354676,0.7323602685273138,0.882000180333784
LHC0039,0.7434054785457032,0.48371498297142745,0.3519851001775909,0.11057317992953095,0.844793136953247,0.3451888809160418,0.7022638318973294,0.767833412798923,0.23864001610684224,0.3026741651796979,0.7293637745353984,0.20208302210525858,0.5969037974191509,0.5945403751141606,0.6500740260309459,0.6924583435260049,0.05649788886604664,0.8574981892311201,0.09984505761171689,0.7475431362451161,0.6436574773839765,0.0386691070071168,0.21069946888636823,0.5602597492711482,0.8410928746971527,0.04820337153577678,0.5330262332410403,0.5617145726349807,0.022975658799255238,0.21915506718020697,0.30330973323325927,0.6003778175458714
LHC0040,0.23107720893598277,0.9192600990351556,0.9215276641149782,0.7717852392962363,0.47056797569614023,0.6139703951284913,0.27318215680353986,0.29312445214976796,0.9747350750914916,0.9515266488246749,0.7214694544872882,0.22172080402609087,0.6717161018741952,0.5701010959114877,0.9112130145522058,0.7226672568062632,0.5497859757264232,0.35714939261124906,0.2560368078770884,0.9549879718182779,0.543799749701599,0.13378899193312926,0.8078612742970589,0.8056000744921632,0.8979595022121277,0.2599506479770948,0.483301169099585,0.676366129077863,0.8080864972472611,0.02982245783021459,0.396363840921653,0.8255919095018937
LHC0041,0.923483872987352,0.7390855857121281,0.7068259443144868,0.9884254062737952,0.790886583570226,0.3245070448095744,0.427984089195575,0.09859317985212813,0.9286520633445045,0.34049708451475647,0.05109722641532144,0.4161886024536795,0.9015866701809492,0.5607506040236221,0.0632831339337961,0.03739340384879002,0.43873240698082083,0.026086987463691584,0.8258430388586184,0.9930220118579471,0.22013667096465714,0.7371431911671339,0.15439732487573452,0.9367091751331104,0.139470918526822,0.7374608784719058,0.149472797624229,0.0828857639489831,0.9576526950447982,0.34082626266865707,0.9196721245653208,0.9252393579750114
LHC0042,0.32267788964249233,0.8627165744441957,0.11356216845264229,0.7763472255811682,0.37892177015613143,0.013853806363181223,0.0569821857649467,0.45526499311068,0.6982141302235535,0.6945004373486502,0.9841559125493903,0.6112129135656976,0.949605803239343,0.945261017342135,0.6679400818367375,0.17492505531651453,0.9354635965158822,0.07506585946643825,0.00879016540556544,0.5448284635388736,0.16949420889841926,0.8287456133813298,0.4317430601380698,0.3273111359845956,0.6056914116895462,0.4914932812173279,0.30660077029075256,0.5771407532436263,0.6752601119499709,0.6039653738155292,0.9063659302989369,0.5307025271228681
LHC0043,0.47801938441922814,0.5017031326365318,0.2347766198029037,0.6928727632367676,0.9682439713099689,0.22854243894540516,0.4111726524374754,0.5283853222994994,0.09900571206992625,0.6869291091769939,0.027202711257342346,0.661955232144075,0.1067483671379269,0.06878957660451313,0.7424434720505355,0.28669652549303126,0.5683666685897856,0.7968584306885439,0.4943319483167985,0.6174153590454358,0.09892809218240056,0.9615959015724619,0.0688606559359666,0.8169664366682061,0.9719116123148044,0.20106406426459386,0.26552629073717365,0.3832496297859368,0.47055952344828794,0.47235516722259824,0.18649722810638927,0.2785191642468327
LHC0044,0.9636730970068653,0.3904883064358738,0.2410666973430542,0.46546093036208874,0.31885671571460533,0.06060876800536917,0.9954780582227678,0.665488572488203,0.588973680314077,0.9833101954669997,0.09950154788340794,0.8850935922573573,0.4237691542651338,0.17809209506810372,0.11382393109518243,0.5047336330906812,0.7192390365007176,0.461883318183299,0.4589003271293832,0.003472894533905641,0.5879977168994711,0.346111870585476,0.6296595397754152,0.6754658982384143,0.3150825914741012,0.8596996131711736,0.059628431870273724,0.18249819526806738,0.434111561073103,0.016152576685210293,0.7560516905341206,0.11946550339434549
LHC0045,0.8221224797424704,0.4058664419334867,0.8921487957374602,0.2866501850010314,0.777446769331182,0.6651801172472799,0.6659660483978403,0.5848129971971374,0.9540924253489863,0.4108483273518822,0.969595518948534,0.6370457916596873,0.17378711286094786,0.13803111444613936,0.33123631301327455,0.1812641315270046,0.5786194026125093,0.5881612099436699,0.2616596969253726,0.039250300294390465,0.018992441509719897,0.9216899196326752,0.8912423796575948,0.5636425891499367,0.4012636773108803,0.799405441634242,0.35446284388964366,0.884378953155673,0.7447839624628643,0.5903400869694885,0.5930923273491526,0.02116515361917808
LHC0046,0.8552310924775368,0.9476958121949178,0.07582159579149585,0.05156147056083986,0.09065533584183834,0.25551866712738724,0.048827746425897954,0.13187941257424446,0.46185493768891517,0.18592324001208804,0.7067645811463426,0.40299524057344555,0.4105408812574721,0.8354566229126336,0.1706949488156975,0.6080293308489649,0.1698166847221925,0.8025809696413135,0.9252030400961903,0.09803533245269425,0.9585595876968394,0.5110571626710687,0.6048255891988198,0.3805115760978002,0.7466335605822462,0.6777027635969334,0.488759438636812,0.2922753358114741,0.6625992839588913,0.2813648473246657,0.9415164290302538,0.4748081057103952
